question,expected_document,hit,correct_rank,top_result,returned_paths,method
Where can I find the salary info for this position since it is not listed here?,roles/mid_content_designer.md,0,,roles/README.md,"[""roles/README.md"", ""roles/senior_user_researcher.md"", ""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",rerank_hybrid_0.8
Do I have to be in the office full-time or does the team follow a hybrid model?,roles/mid_content_designer.md,1,3.0,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""roles/senior_user_researcher.md"", ""roles/mid_content_designer.md"", ""guides/buddy_guidance.md"", ""roles/associate_delivery_manager.md""]",rerank_hybrid_0.8
Where should I look if I want to see the full list of company benefits and perks?,roles/mid_content_designer.md,0,,benefits/help_to_buy_tech.md,"[""benefits/help_to_buy_tech.md"", ""guides/compensation/expenses.md"", ""guides/it/Hardware.md"", ""benefits/pension_scheme.md"", ""benefits/income_protection_and_life_insurance.md""]",rerank_hybrid_0.8
What kind of design software or tools are we expected to be familiar with for this role?,roles/mid_content_designer.md,1,5.0,roles/senior_product_manager.md,"[""roles/senior_product_manager.md"", ""roles/associate_software_engineer.md"", ""roles/lead_product_manager.md"", ""roles/mid_software_engineer.md"", ""roles/mid_content_designer.md""]",rerank_hybrid_0.8
Where is the best place to go to check if you are currently hiring for this content design position?,roles/mid_content_designer.md,1,1.0,roles/mid_content_designer.md,"[""roles/mid_content_designer.md"", ""roles/senior_content_designer.md"", ""roles/lead_content_designer.md"", ""roles/sfia (legacy)/senior_content_designer.md"", ""roles/sfia (legacy)/lead_content_designer.md""]",rerank_hybrid_0.8
Do I need to live near one of the office locations or is remote work the default?,roles/mid_data_engineer.md,0,,roles/senior_user_researcher.md,"[""roles/senior_user_researcher.md"", ""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/associate_designer.md"", ""roles/lead_designer.md""]",rerank_hybrid_0.8
How much emphasis is placed on upskilling the client's internal team versus just doing the project work myself?,roles/mid_data_engineer.md,0,,roles/associate_software_engineer.md,"[""roles/associate_software_engineer.md"", ""guides/welfare/ethical_boundaries.md"", ""benefits/hybrid_working.md"", ""roles/principal_delivery_manager.md"", ""guides/chalet_time_policy.md""]",rerank_hybrid_0.8
Will I be expected to participate in the actual recruitment of new engineers?,roles/mid_data_engineer.md,0,,guides/welfare/expectations.md,"[""guides/welfare/expectations.md"", ""guides/hiring/rationale.md"", ""roles/associate_software_engineer.md"", ""guides/buddy_guidance.md"", ""roles/mid_software_engineer.md""]",rerank_hybrid_0.8
"Are there specific expectations for how I should share my knowledge, like writing blogs or giving talks?",roles/mid_data_engineer.md,0,,guides/welfare/expectations.md,"[""guides/welfare/expectations.md"", ""guides/line-management/121s.md"", ""guides/mentorship/mentees/README.md"", ""company/welcome_pack.md"", ""guides/mentorship/README.md""]",rerank_hybrid_0.8
"If I don't have experience with every single tool or process listed, is it still worth me putting in an application?",roles/mid_data_engineer.md,0,,guides/it/software_licenses.md,"[""guides/it/software_licenses.md"", ""guides/line-management/121s.md"", ""guides/mentorship/mentors/README.md"", ""roles/associate_software_engineer.md"", ""guides/ai/start_here.md""]",rerank_hybrid_0.8
Who should I reach out to if a client asks me a question that's too complex to answer myself?,roles/mid_delivery_manager.md,0,,guides/welfare/ethical_boundaries.md,"[""guides/welfare/ethical_boundaries.md"", ""roles/lead_delivery_manager.md"", ""roles/principal_business_analyst.md"", ""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""roles/sfia (legacy)/delivery_manager.md""]",rerank_hybrid_0.8
"Besides managing risks and budgets, what are some of the other day-to-day things I'll be doing with my team?",roles/mid_delivery_manager.md,1,1.0,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""guides/learning/README.md"", ""roles/lead_delivery_manager.md"", ""roles/principal_delivery_manager.md""]",rerank_hybrid_0.8
How exactly do I balance the team's tracked hours against the work still left to do?,roles/mid_delivery_manager.md,0,,benefits/flexible_working.md,"[""benefits/flexible_working.md"", ""guides/welfare/state_of_mind.md"", ""benefits/taking_holiday.md"", ""guides/security/last_day.md"", ""guides/process/scheduling/how_scheduling_works.md""]",rerank_hybrid_0.8
"If I'm working with a senior manager on a bigger project, what kind of support am I expected to provide them?",roles/mid_delivery_manager.md,1,1.0,roles/mid_delivery_manager.md,"[""roles/mid_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""roles/lead_delivery_manager.md"", ""roles/senior_product_manager.md"", ""roles/senior_application_support_engineer.md""]",rerank_hybrid_0.8
What should I do if I want to learn more about how other areas like engineering or design operate?,roles/mid_delivery_manager.md,0,,guides/process/mentoring/supporting_and_mentoring_other_engineers.md,"[""guides/process/mentoring/supporting_and_mentoring_other_engineers.md"", ""roles/README.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md"", ""roles/associate_software_engineer.md"", ""roles/mid_software_engineer.md""]",rerank_hybrid_0.8
How often should I expect to travel to the office or visit clients if I am working remotely?,roles/mid_designer.md,0,,benefits/hybrid_working.md,"[""benefits/hybrid_working.md"", ""roles/mid_user_researcher.md"", ""benefits/flexible_working.md"", ""roles/lead_user_researcher.md"", ""roles/lead_designer.md""]",rerank_hybrid_0.8
Do I report directly to a manager or is my primary point of contact a Senior Designer?,roles/mid_designer.md,0,,roles/senior_product_manager.md,"[""roles/senior_product_manager.md"", ""roles/senior_designer.md"", ""roles/sfia (legacy)/senior_designer.md"", ""roles/senior_content_designer.md"", ""roles/sfia (legacy)/senior_content_designer.md""]",rerank_hybrid_0.8
Am I expected to participate in the recruitment process for new design team members?,roles/mid_designer.md,1,3.0,guides/buddy_guidance.md,"[""guides/buddy_guidance.md"", ""roles/lead_designer.md"", ""roles/mid_designer.md"", ""roles/lead_bid_manager.md"", ""roles/associate_designer.md""]",rerank_hybrid_0.8
Does my role involve working on multiple projects simultaneously or is it limited to one product team?,roles/mid_designer.md,0,,roles/lead_product_manager.md,"[""roles/lead_product_manager.md"", ""roles/lead_delivery_manager.md"", ""roles/senior_delivery_manager.md"", ""roles/senior_product_manager.md"", ""roles/senior_user_researcher.md""]",rerank_hybrid_0.8
Where exactly can I find the full breakdown of employee benefits and perks?,roles/mid_designer.md,0,,benefits/pension_scheme.md,"[""benefits/pension_scheme.md"", ""guides/compensation/expenses.md"", ""benefits/help_to_buy_tech.md"", ""guides/welfare/paid_counselling.md"", ""benefits/private_medical_insurance.md""]",rerank_hybrid_0.8
Do I need to be in the office every day or is it mostly remote work?,roles/mid_product_manager.md,0,,roles/mid_user_researcher.md,"[""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""benefits/work_ready.md"", ""roles/mid_designer.md"", ""benefits/hybrid_working.md""]",rerank_hybrid_0.8
How do I determine if a product feature is actually ready or done?,roles/mid_product_manager.md,1,1.0,roles/mid_product_manager.md,"[""roles/mid_product_manager.md"", ""guides/it/linux_av.md"", ""benefits/work_ready.md"", ""guides/line-management/promotions.md"", ""guides/security/bring_your_own_device.md""]",rerank_hybrid_0.8
What kind of specific behavior standards should I be hitting for my grade?,roles/mid_product_manager.md,0,,team-norms/development_practices.md,"[""team-norms/development_practices.md"", ""guides/security/acceptable_use_policy.md"", ""team-norms/README.md"", ""guides/mentorship/README.md"", ""guides/welfare/raising_an_issue.md""]",rerank_hybrid_0.8
Who should I talk to if I need a bit of guidance or want to share a new way of working?,roles/mid_product_manager.md,0,,guides/buddy_guidance.md,"[""guides/buddy_guidance.md"", ""guides/line-management/README.md"", ""guides/mentorship/README.md"", ""guides/welfare/raising_an_issue.md"", ""guides/mentorship/mentors/README.md""]",rerank_hybrid_0.8
How are we supposed to prove that we are actually delivering value to our clients?,roles/mid_product_manager.md,0,,team-norms/principles.md,"[""team-norms/principles.md"", ""roles/senior_data_scientist.md"", ""roles/principal_delivery_manager.md"", ""roles/principal_business_analyst.md"", ""roles/principal_product_manager.md""]",rerank_hybrid_0.8
Do I need to be an expert in every tech stack mentioned here or just open to learning new ones?,roles/mid_software_engineer.md,0,,guides/mentorship/README.md,"[""guides/mentorship/README.md"", ""roles/associate_software_engineer.md"", ""guides/buddy_guidance.md"", ""guides/learning/README.md"", ""guides/mentorship/mentors/README.md""]",rerank_hybrid_0.8
How often am I actually expected to head into the office or visit clients given the remote-first setup?,roles/mid_software_engineer.md,0,,roles/lead_designer.md,"[""roles/lead_designer.md"", ""roles/mid_user_researcher.md"", ""roles/lead_user_researcher.md"", ""roles/mid_designer.md"", ""roles/associate_designer.md""]",rerank_hybrid_0.8
"If I don't hit every single experience requirement listed, should I still bother sending in an application?",roles/mid_software_engineer.md,0,,guides/security/security_clearance_guidance.md,"[""guides/security/security_clearance_guidance.md"", ""roles/associate_product_manager.md"", ""guides/line-management/promotions.md"", ""guides/welfare/ethical_boundaries.md"", ""guides/onboarding.md""]",rerank_hybrid_0.8
Is there a specific place where I can find the current salary brackets for these engineering roles?,roles/mid_software_engineer.md,1,4.0,roles/README.md,"[""roles/README.md"", ""roles/delivery_support_analyst.md"", ""roles/lead_designer.md"", ""roles/mid_software_engineer.md"", ""roles/sfia (legacy)/delivery_support_analyst.md""]",rerank_hybrid_0.8
"Since I'll be working in multidisciplinary teams, how much of my time will be spent on things like pair programming versus solo coding?",roles/mid_software_engineer.md,0,,guides/mentorship/mentees/README.md,"[""guides/mentorship/mentees/README.md"", ""benefits/taking_holiday.md"", ""guides/chalet_time_policy.md"", ""benefits/flexible_working.md"", ""guides/hiring/pairing.md""]",rerank_hybrid_0.8
How often should I expect to be travelling to the office or meeting with clients?,roles/mid_user_researcher.md,0,,guides/line-management/121s.md,"[""guides/line-management/121s.md"", ""benefits/flexible_working.md"", ""benefits/hybrid_working.md"", ""guides/chalet_time_policy.md"", ""benefits/getting_together.md""]",rerank_hybrid_0.8
"If I run into a tricky situation, who is the person I report to for guidance?",roles/mid_user_researcher.md,0,,guides/line-management/README.md,"[""guides/line-management/README.md"", ""guides/line-management/promotions.md"", ""roles/sfia (legacy)/delivery_manager.md"", ""guides/mentorship/README.md"", ""guides/welfare/raising_an_issue.md""]",rerank_hybrid_0.8
"Do I have to do all the hiring interviews, or is that something that happens just once in a while?",roles/mid_user_researcher.md,0,,guides/exit_interviews.md,"[""guides/exit_interviews.md"", ""guides/hiring/pairing.md"", ""guides/welfare/dse_hs_training.md"", ""guides/hiring/rationale.md"", ""guides/line-management/121s.md""]",rerank_hybrid_0.8
Is there a specific place I can check to see what the current salary range for my grade is?,roles/mid_user_researcher.md,0,,benefits/pension_scheme.md,"[""benefits/pension_scheme.md"", ""roles/lead_designer.md"", ""roles/delivery_support_analyst.md"", ""roles/README.md"", ""guides/compensation/salary_pay_slips.md""]",rerank_hybrid_0.8
"Beyond just doing the research, am I expected to help out with the actual design of the services?",roles/mid_user_researcher.md,1,1.0,roles/mid_user_researcher.md,"[""roles/mid_user_researcher.md"", ""roles/senior_product_manager.md"", ""roles/lead_user_researcher.md"", ""roles/practice_head_business_analysis_change.md"", ""roles/mid_content_designer.md""]",rerank_hybrid_0.8
Who exactly do I report to in the Head of Managed Services structure?,roles/practice_head_application_platform_support.md,1,1.0,roles/practice_head_application_platform_support.md,"[""roles/practice_head_application_platform_support.md"", ""roles/head_of_managed_services.md"", ""guides/line-management/README.md"", ""roles/lead_product_manager.md"", ""roles/head_of_service_line.md""]",rerank_hybrid_0.8
"Do I need to be an expert in all the listed technical skills from day one, or is there room to grow?",roles/practice_head_application_platform_support.md,0,,guides/mentorship/mentors/README.md,"[""guides/mentorship/mentors/README.md"", ""roles/associate_software_engineer.md"", ""guides/mentorship/README.md"", ""roles/senior_designer.md"", ""communities-of-practice/cloud-and-engineering/book-club/welcome.md""]",rerank_hybrid_0.8
